0.039497	0.039497	0.039497
0.038594	0.038594	0.038594
0.039678	0.039678	0.039678
0.039480	0.039480	0.039480
0.039949	0.039949	0.039949
0.037989	0.037989	0.037989
0.039497	0.039497	0.039497
0.032834	0.032834	0.032834
0.039497	0.039497	0.039497
0.037556	0.037556	0.037556
0.037556	0.037556	0.037556
0.039497	0.039497	0.039497
0.037989	0.037989	0.037989
0.036570	0.036570	0.036570
0.039949	0.039949	0.039949
0.039497	0.039497	0.039497
0.037556	0.037556	0.037556
0.039497	0.039497	0.039497
0.039480	0.039480	0.039480
0.039678	0.039678	0.039678
0.037823	0.037823	0.037823
0.036570	0.036570	0.036570
0.039678	0.039678	0.039678
0.039678	0.039678	0.039678
0.039480	0.039480	0.039480
0.037556	0.037556	0.037556
0.039497	0.039497	0.039497
0.036274	0.036274	0.036274
0.036274	0.036274	0.036274
0.037507	0.037507	0.037507
0.039949	0.039949	0.039949
0.037823	0.037823	0.037823
0.039678	0.039678	0.039678
0.039789	0.039789	0.039789
0.039678	0.039678	0.039678
0.037412	0.037412	0.037412
0.039949	0.039949	0.039949
0.039949	0.039949	0.039949
0.039847	0.039847	0.039847
0.039697	0.039697	0.039697
0.035802	0.035802	0.035802
0.039697	0.039697	0.039697
0.039789	0.039789	0.039789
0.036570	0.036570	0.036570
0.037823	0.037823	0.037823
0.036570	0.036570	0.036570
0.039789	0.039789	0.039789
0.036570	0.036570	0.036570
0.036570	0.036570	0.036570
0.037823	0.037823	0.037823
0.037823	0.037823	0.037823
0.037122	0.037122	0.037122
0.039480	0.039480	0.039480
0.036570	0.036570	0.036570
0.037823	0.037823	0.037823
0.037823	0.037823	0.037823
0.039634	0.039634	0.039634
0.037823	0.037823	0.037823
0.039634	0.039634	0.039634
0.039789	0.039789	0.039789
0.037823	0.037823	0.037823
0.037823	0.037823	0.037823
0.037823	0.037823	0.037823
0.039789	0.039789	0.039789
0.036570	0.036570	0.036570
0.039789	0.039789	0.039789
0.039882	0.039882	0.039882
0.039882	0.039882	0.039882
0.037823	0.037823	0.037823
0.036570	0.036570	0.036570
0.037823	0.037823	0.037823
0.036570	0.036570	0.036570
0.036570	0.036570	0.036570
0.036570	0.036570	0.036570
